AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
0,0,0.153846153846154,0,0.0769230769230769,0.0769230769230769,0,0,0,0,0.0769230769230769,0.0769230769230769,0,0,0.0769230769230769,0.230769230769231,0.0769230769230769,0.153846153846154,0,0
0.166666666666667,0.0833333333333333,0,0,0.0833333333333333,0.0416666666666667,0,0.125,0.166666666666667,0.125,0,0.0416666666666667,0.0416666666666667,0,0,0,0.0833333333333333,0.0416666666666667,0,0
0,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0,0,0.222222222222222,0,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0,0.111111111111111,0,0,0
0.0769230769230769,0.192307692307692,0,0,0.0384615384615385,0.153846153846154,0.0769230769230769,0,0,0,0.0384615384615385,0.0384615384615385,0,0.0384615384615385,0.115384615384615,0.0384615384615385,0.0384615384615385,0.0384615384615385,0,0.115384615384615
0.217391304347826,0.0869565217391304,0,0,0.0869565217391304,0,0,0.0869565217391304,0.130434782608696,0.0869565217391304,0,0,0.0869565217391304,0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0869565217391304,0,0
0.08,0.08,0,0,0.12,0.04,0,0.08,0.16,0.08,0,0.04,0.08,0.04,0,0.08,0,0.12,0,0
0.19047619047619,0,0.0952380952380952,0,0,0.19047619047619,0,0.0952380952380952,0,0.0476190476190476,0.0952380952380952,0,0.0476190476190476,0.0476190476190476,0,0.0476190476190476,0.0476190476190476,0.0952380952380952,0,0
0.0833333333333333,0,0.0416666666666667,0.0833333333333333,0,0.166666666666667,0.0833333333333333,0.0416666666666667,0,0.0416666666666667,0,0,0.0833333333333333,0,0.125,0.0416666666666667,0.0416666666666667,0.166666666666667,0,0
0.238095238095238,0,0,0,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.238095238095238,0.0476190476190476,0.0476190476190476,0,0.0952380952380952,0.0476190476190476,0,0,0,0.0476190476190476,0.0476190476190476,0,0
0,0,0,0,0.130434782608696,0.173913043478261,0.173913043478261,0.130434782608696,0.0869565217391304,0.0434782608695652,0,0,0,0,0.0434782608695652,0,0.0869565217391304,0.130434782608696,0,0
0.04,0.08,0,0,0.04,0.12,0,0.04,0.16,0.16,0.04,0.08,0,0.04,0,0.08,0,0.12,0,0
0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0,0.333333333333333,0,0.166666666666667,0,0,0,0,0,0
0.0476190476190476,0.0476190476190476,0,0,0.142857142857143,0.0476190476190476,0,0.0952380952380952,0.0952380952380952,0.238095238095238,0.0952380952380952,0,0.0476190476190476,0,0,0.0952380952380952,0.0476190476190476,0,0,0
0,0.0333333333333333,0.133333333333333,0.133333333333333,0,0.0333333333333333,0.0333333333333333,0.1,0.0333333333333333,0.1,0,0.1,0.0333333333333333,0,0.0666666666666667,0.0333333333333333,0.0333333333333333,0.0666666666666667,0,0.0666666666666667
0,0,0.0666666666666667,0.133333333333333,0,0,0,0,0,0.2,0.0666666666666667,0,0.133333333333333,0.0666666666666667,0.0666666666666667,0,0,0,0,0.266666666666667
0.0882352941176471,0,0.0588235294117647,0.0294117647058824,0,0.117647058823529,0.0294117647058824,0.0882352941176471,0.0588235294117647,0.176470588235294,0.0294117647058824,0.0294117647058824,0,0.0294117647058824,0.0294117647058824,0.0882352941176471,0.0882352941176471,0.0588235294117647,0,0
0,0,0,0.0555555555555556,0.0555555555555556,0.166666666666667,0,0,0.222222222222222,0.0555555555555556,0,0,0.0555555555555556,0,0,0.0555555555555556,0,0.111111111111111,0,0.222222222222222
0.0625,0,0,0,0,0.125,0,0.0625,0.125,0.0625,0,0.0625,0,0,0.0625,0.4375,0,0,0,0
0.05,0,0.05,0,0.05,0.1,0.05,0,0.05,0.1,0.15,0,0.05,0,0.05,0,0,0.1,0.1,0.1
0,0,0.111111111111111,0,0,0.111111111111111,0,0,0.0555555555555556,0.0555555555555556,0,0.111111111111111,0.222222222222222,0.0555555555555556,0.166666666666667,0,0.0555555555555556,0,0.0555555555555556,0
0.0526315789473684,0.0526315789473684,0.210526315789474,0.0526315789473684,0.105263157894737,0,0,0.0526315789473684,0,0.105263157894737,0.0526315789473684,0.0526315789473684,0,0.0526315789473684,0,0.0526315789473684,0,0,0.105263157894737,0.0526315789473684
0.133333333333333,0,0,0.0666666666666667,0.0666666666666667,0.266666666666667,0,0,0.0666666666666667,0.0666666666666667,0,0,0,0,0,0,0.133333333333333,0.0666666666666667,0,0.133333333333333
0,0.03125,0.03125,0.0625,0.03125,0.03125,0.0625,0.0625,0.1875,0,0.09375,0.09375,0.03125,0.03125,0.0625,0.03125,0.0625,0.03125,0.03125,0.03125
0,0,0.0625,0.1875,0,0,0,0,0.0625,0.0625,0.03125,0.03125,0.0625,0,0.03125,0.09375,0.09375,0.1875,0,0.09375
0.266666666666667,0,0,0.0666666666666667,0,0.0666666666666667,0,0.0666666666666667,0,0,0,0,0.0666666666666667,0.0666666666666667,0,0.133333333333333,0.0666666666666667,0.2,0,0
0,0.0769230769230769,0.153846153846154,0.0384615384615385,0.0384615384615385,0.0384615384615385,0,0.0384615384615385,0,0.153846153846154,0,0.0769230769230769,0,0.115384615384615,0.0384615384615385,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,0
0.0909090909090909,0,0.0909090909090909,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.181818181818182,0,0,0,0,0,0,0.0909090909090909,0
0.1,0.0666666666666667,0.0333333333333333,0,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,0.166666666666667,0.0666666666666667,0.0666666666666667,0.0333333333333333,0.1,0,0.0333333333333333,0.0333333333333333,0,0.133333333333333,0,0.0666666666666667
0.0666666666666667,0,0.0666666666666667,0,0.0666666666666667,0.0666666666666667,0,0.0666666666666667,0.0666666666666667,0.0666666666666667,0,0.133333333333333,0,0.0666666666666667,0.133333333333333,0.0666666666666667,0,0.133333333333333,0,0
0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0,0.166666666666667,0.0555555555555556,0,0.111111111111111,0.0555555555555556,0,0,0,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0555555555555556,0
0.04,0,0.04,0.2,0,0.08,0,0.12,0.04,0.12,0,0.04,0,0,0.04,0.08,0.04,0.12,0,0.04
0,0,0.037037037037037,0.0740740740740741,0.185185185185185,0,0.037037037037037,0,0.037037037037037,0.148148148148148,0,0,0.111111111111111,0.111111111111111,0.185185185185185,0.037037037037037,0,0,0.037037037037037,0
0.0263157894736842,0.0526315789473684,0.0263157894736842,0.105263157894737,0,0,0.0526315789473684,0.0263157894736842,0.105263157894737,0.0526315789473684,0.105263157894737,0.0789473684210526,0.0263157894736842,0.0789473684210526,0.0263157894736842,0,0.0789473684210526,0.0526315789473684,0.0263157894736842,0.0789473684210526
0,0,0,0.0714285714285714,0,0.0714285714285714,0.0714285714285714,0.357142857142857,0,0,0,0.0714285714285714,0,0,0,0.0714285714285714,0.0714285714285714,0,0.0714285714285714,0.142857142857143
0.0384615384615385,0,0.153846153846154,0,0,0,0.0769230769230769,0.0769230769230769,0,0.0384615384615385,0,0.0769230769230769,0.153846153846154,0.0769230769230769,0.0769230769230769,0.115384615384615,0,0.0384615384615385,0.0384615384615385,0.0384615384615385
0,0,0.1,0,0,0.1,0.1,0.1,0.2,0,0.1,0,0,0.1,0,0,0.1,0.1,0,0
0.111111111111111,0,0.0740740740740741,0.0740740740740741,0,0.0740740740740741,0,0.037037037037037,0.037037037037037,0.037037037037037,0,0.037037037037037,0.0740740740740741,0,0.0740740740740741,0.0740740740740741,0.037037037037037,0.037037037037037,0.185185185185185,0.037037037037037
0,0,0.09375,0.09375,0.0625,0.03125,0,0.125,0.03125,0.09375,0.03125,0,0.03125,0.09375,0.09375,0.125,0.0625,0.03125,0,0
0.0769230769230769,0.0769230769230769,0.153846153846154,0,0,0.0384615384615385,0,0.0769230769230769,0.192307692307692,0,0,0.0384615384615385,0.0384615384615385,0,0.153846153846154,0,0.0384615384615385,0.0769230769230769,0,0.0384615384615385
0,0,0,0,0.0769230769230769,0.0769230769230769,0,0.153846153846154,0.0769230769230769,0.230769230769231,0,0.0769230769230769,0,0,0,0.153846153846154,0.0769230769230769,0,0.0769230769230769,0
0,0.0526315789473684,0.0526315789473684,0.210526315789474,0,0,0,0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.105263157894737,0.0526315789473684,0.0526315789473684,0.0526315789473684,0,0,0.0526315789473684,0.157894736842105
0,0.0526315789473684,0.157894736842105,0,0,0,0.0526315789473684,0,0.105263157894737,0,0.0526315789473684,0,0.0526315789473684,0,0.157894736842105,0,0.157894736842105,0,0.0526315789473684,0.157894736842105
0.318181818181818,0,0.0454545454545455,0.0909090909090909,0,0.0909090909090909,0,0,0.0454545454545455,0.136363636363636,0.136363636363636,0,0.0454545454545455,0,0.0909090909090909,0,0,0,0,0
0.0909090909090909,0,0,0.181818181818182,0.0909090909090909,0.0909090909090909,0,0.0909090909090909,0,0.181818181818182,0,0,0.272727272727273,0,0,0,0,0,0,0
0.0967741935483871,0,0.161290322580645,0.0645161290322581,0.032258064516129,0.129032258064516,0.0645161290322581,0.129032258064516,0.032258064516129,0.0967741935483871,0,0,0,0.032258064516129,0,0,0.0645161290322581,0.0967741935483871,0,0
0.1,0.05,0.3,0.05,0.05,0,0,0.05,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0,0.05
0.222222222222222,0.037037037037037,0,0,0.0740740740740741,0.185185185185185,0.037037037037037,0.185185185185185,0,0.0740740740740741,0,0.037037037037037,0.0740740740740741,0,0,0.037037037037037,0.037037037037037,0,0,0
0.136363636363636,0.0454545454545455,0.0909090909090909,0.0454545454545455,0,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.181818181818182,0,0.0454545454545455,0,0.0909090909090909,0,0,0.0454545454545455,0.0454545454545455,0.0909090909090909,0,0
0,0.375,0.0625,0,0.0625,0,0,0,0.0625,0.0625,0,0,0.125,0,0.125,0.0625,0,0,0,0.0625
0.0967741935483871,0,0.129032258064516,0.0967741935483871,0,0.032258064516129,0.032258064516129,0.0645161290322581,0.0645161290322581,0.193548387096774,0,0,0.0645161290322581,0,0.0645161290322581,0,0.032258064516129,0.0645161290322581,0,0.0645161290322581
0,0,0.0434782608695652,0.0434782608695652,0,0.173913043478261,0.0434782608695652,0,0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0,0.347826086956522,0.0869565217391304,0.0434782608695652,0,0.0434782608695652,0
0.0555555555555556,0,0,0,0.0555555555555556,0.0555555555555556,0.0555555555555556,0,0.0555555555555556,0.111111111111111,0.111111111111111,0.111111111111111,0,0,0.166666666666667,0.0555555555555556,0,0.0555555555555556,0.0555555555555556,0.0555555555555556
0.269230769230769,0,0.0384615384615385,0,0,0.0769230769230769,0.0384615384615385,0.0769230769230769,0,0.0384615384615385,0,0.0384615384615385,0,0.153846153846154,0.0769230769230769,0.0384615384615385,0.0769230769230769,0.0769230769230769,0,0
0.0882352941176471,0,0.0294117647058824,0.0294117647058824,0.117647058823529,0.0588235294117647,0.0294117647058824,0,0.117647058823529,0,0.0294117647058824,0.0294117647058824,0.0588235294117647,0.0294117647058824,0.0882352941176471,0.0882352941176471,0.0882352941176471,0.0294117647058824,0,0.0882352941176471
0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0294117647058824,0.0294117647058824,0,0.0588235294117647,0.0882352941176471,0.0588235294117647,0.117647058823529,0.117647058823529,0,0.0294117647058824
0,0,0.0588235294117647,0.176470588235294,0.0588235294117647,0,0,0.0588235294117647,0.117647058823529,0.0588235294117647,0.117647058823529,0.0588235294117647,0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0,0
0.266666666666667,0,0.0666666666666667,0,0,0.0666666666666667,0,0.0666666666666667,0,0,0.0666666666666667,0.0666666666666667,0.0666666666666667,0,0,0.0666666666666667,0.133333333333333,0,0.0666666666666667,0.0666666666666667
0.0357142857142857,0,0.0714285714285714,0.0357142857142857,0,0.107142857142857,0,0.0357142857142857,0.107142857142857,0.0714285714285714,0,0.0714285714285714,0.0714285714285714,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.107142857142857,0.142857142857143,0,0.0357142857142857
0.1,0.05,0.05,0.05,0.05,0,0,0.05,0,0,0,0.05,0.1,0.1,0.1,0.2,0.05,0,0,0.05
0,0.19047619047619,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0952380952380952,0,0.0952380952380952,0.0952380952380952,0.0476190476190476,0,0,0.0952380952380952,0,0,0.0476190476190476
0,0,0.227272727272727,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0,0.0454545454545455,0,0.0454545454545455,0.0454545454545455,0.136363636363636,0,0.0909090909090909,0,0
0.0714285714285714,0,0.142857142857143,0,0.0714285714285714,0.0714285714285714,0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.142857142857143,0,0,0.0714285714285714,0,0.0714285714285714,0,0
0.0588235294117647,0.0588235294117647,0.235294117647059,0.0588235294117647,0,0.0588235294117647,0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0,0,0.0588235294117647,0,0.0588235294117647,0.0588235294117647,0,0.176470588235294,0,0
0,0,0,0,0.0769230769230769,0.153846153846154,0,0,0.153846153846154,0.0769230769230769,0,0,0,0.0769230769230769,0,0.153846153846154,0.153846153846154,0.0769230769230769,0,0.0769230769230769
0.181818181818182,0,0,0.181818181818182,0,0,0,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0.181818181818182,0.0909090909090909,0,0,0,0.0909090909090909,0,0
0.121212121212121,0,0.0303030303030303,0,0.121212121212121,0.0606060606060606,0,0,0.0303030303030303,0.0909090909090909,0,0.0303030303030303,0.0303030303030303,0,0.0303030303030303,0.181818181818182,0.121212121212121,0.0909090909090909,0.0303030303030303,0.0303030303030303
0.2,0,0,0.2,0,0.1,0.1,0,0,0.1,0,0,0.1,0,0.1,0,0,0.1,0,0
0,0.0869565217391304,0,0.0434782608695652,0.130434782608696,0.0434782608695652,0.0434782608695652,0,0,0.173913043478261,0.130434782608696,0.0434782608695652,0,0,0,0.0869565217391304,0.0434782608695652,0.0869565217391304,0.0869565217391304,0
0,0.181818181818182,0.0909090909090909,0,0,0,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0,0.0909090909090909,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0,0,0
0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0714285714285714,0,0,0.0357142857142857,0.107142857142857,0.0357142857142857,0.0357142857142857,0.0714285714285714,0.0357142857142857,0.0714285714285714,0.0357142857142857,0,0.0714285714285714,0.142857142857143,0.0357142857142857,0.107142857142857
0.08,0,0.04,0.12,0.04,0.04,0.04,0.04,0.16,0.12,0,0,0.04,0.12,0.04,0.08,0.04,0,0,0
0.0588235294117647,0,0.117647058823529,0.176470588235294,0,0,0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0,0,0.0588235294117647,0.0588235294117647,0,0.117647058823529,0.117647058823529,0.117647058823529,0,0
0.105263157894737,0,0,0.105263157894737,0,0.0526315789473684,0.0526315789473684,0,0.0526315789473684,0.263157894736842,0.157894736842105,0.0526315789473684,0.0526315789473684,0.0526315789473684,0,0.0526315789473684,0,0,0,0
0.111111111111111,0,0.0740740740740741,0.111111111111111,0,0.0740740740740741,0,0.037037037037037,0.111111111111111,0.296296296296296,0,0.0740740740740741,0,0,0.037037037037037,0.037037037037037,0,0.037037037037037,0,0
0.08,0,0.08,0.12,0.12,0.04,0.04,0,0,0.04,0.04,0,0,0.24,0.08,0.12,0,0,0,0
0.0833333333333333,0,0,0,0.0416666666666667,0.208333333333333,0,0.0833333333333333,0.25,0.166666666666667,0,0,0,0,0,0,0.0833333333333333,0.0833333333333333,0,0
0,0,0,0.0344827586206897,0.0344827586206897,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.172413793103448,0.137931034482759,0.0344827586206897,0.0344827586206897,0.0689655172413793,0.0689655172413793,0,0.0344827586206897,0.103448275862069,0,0,0.0689655172413793
0,0,0.0625,0.0625,0,0.0625,0.125,0.0625,0.1875,0,0,0,0,0.0625,0,0.0625,0.0625,0.1875,0,0.0625
0.1,0,0.1,0,0,0,0.05,0.05,0.05,0.35,0.05,0.05,0.1,0,0,0,0.05,0,0,0.05
0,0,0.0526315789473684,0,0,0.0526315789473684,0.0526315789473684,0.157894736842105,0.263157894736842,0.263157894736842,0,0.0526315789473684,0,0,0,0.0526315789473684,0,0.0526315789473684,0,0
0.107142857142857,0.0357142857142857,0.0714285714285714,0.0714285714285714,0.0357142857142857,0.0714285714285714,0.0357142857142857,0,0,0.107142857142857,0,0.0357142857142857,0,0.0357142857142857,0.0714285714285714,0.0714285714285714,0.0357142857142857,0.107142857142857,0.0357142857142857,0.0714285714285714
0.0666666666666667,0.266666666666667,0,0,0.133333333333333,0.0666666666666667,0,0,0,0.0666666666666667,0,0.0666666666666667,0.0666666666666667,0,0.133333333333333,0,0,0,0,0.133333333333333
0.08,0.04,0.04,0.08,0,0.08,0,0.04,0.12,0.08,0.04,0.04,0,0,0.04,0.08,0.08,0.08,0.04,0.04
0.12,0,0.04,0.08,0,0.16,0,0.04,0,0.08,0,0,0.12,0.08,0.04,0.08,0.08,0.04,0.04,0
0.09375,0,0.03125,0.03125,0,0.0625,0.125,0,0,0.125,0.0625,0.0625,0.09375,0.09375,0,0.0625,0.0625,0,0.0625,0.03125
0.0476190476190476,0.0952380952380952,0,0,0.0952380952380952,0.238095238095238,0,0.0952380952380952,0.0952380952380952,0.0952380952380952,0,0,0,0,0,0.0476190476190476,0.0952380952380952,0.0952380952380952,0,0
0,0.0666666666666667,0.0666666666666667,0.133333333333333,0.0666666666666667,0.0666666666666667,0,0.133333333333333,0,0,0,0,0,0.0666666666666667,0.0666666666666667,0,0.0666666666666667,0,0.266666666666667,0
0,0.1,0.1,0,0,0.1,0,0,0,0,0.2,0,0.2,0,0,0.1,0.1,0.1,0,0
0.0555555555555556,0,0.0555555555555556,0.111111111111111,0,0.0555555555555556,0,0.0555555555555556,0.111111111111111,0.222222222222222,0,0.0555555555555556,0,0.111111111111111,0,0,0.0555555555555556,0.111111111111111,0,0
0,0,0.1,0.05,0,0.05,0.05,0,0,0.25,0.05,0,0.1,0.05,0.05,0.1,0.05,0.05,0,0.05
0.0909090909090909,0,0,0.136363636363636,0,0.0454545454545455,0,0.0454545454545455,0,0.0454545454545455,0.0454545454545455,0,0.136363636363636,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0
0.0357142857142857,0,0,0.0357142857142857,0.0357142857142857,0.107142857142857,0.0357142857142857,0.107142857142857,0.0714285714285714,0.107142857142857,0,0.0357142857142857,0,0.0714285714285714,0.0357142857142857,0.0357142857142857,0.107142857142857,0.0714285714285714,0,0.107142857142857
0.0769230769230769,0,0.115384615384615,0.0769230769230769,0,0.0769230769230769,0,0.192307692307692,0,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0,0.115384615384615,0.0769230769230769,0.0384615384615385,0
0,0.0833333333333333,0,0.0833333333333333,0.125,0.0416666666666667,0.0833333333333333,0.0833333333333333,0,0,0,0.125,0.0416666666666667,0,0,0.166666666666667,0.125,0,0.0416666666666667,0
0,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0.333333333333333,0,0.166666666666667,0,0,0,0,0,0.166666666666667,0,0
0,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0,0,0.0909090909090909,0.181818181818182,0.0909090909090909,0,0,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0,0,0
0.0909090909090909,0.0606060606060606,0,0.0606060606060606,0,0.0303030303030303,0.0303030303030303,0.121212121212121,0.0303030303030303,0.0909090909090909,0.0303030303030303,0.0303030303030303,0.0909090909090909,0.0303030303030303,0,0.151515151515152,0.0909090909090909,0.0606060606060606,0,0
0,0.117647058823529,0,0,0.0588235294117647,0.0588235294117647,0,0,0,0.117647058823529,0.176470588235294,0,0.117647058823529,0.0588235294117647,0.117647058823529,0.0588235294117647,0,0.117647058823529,0,0
0,0,0.03125,0.03125,0.03125,0.125,0,0.0625,0.15625,0,0.0625,0.0625,0,0,0.09375,0.09375,0.0625,0.125,0,0.0625
0.0909090909090909,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,0,0.0909090909090909,0.0454545454545455,0.0909090909090909,0,0.0454545454545455,0.0454545454545455,0.0909090909090909,0,0.136363636363636,0,0,0.0454545454545455,0.0454545454545455,0.0454545454545455
0.0303030303030303,0,0.0303030303030303,0.212121212121212,0,0.0303030303030303,0,0.0606060606060606,0,0.0909090909090909,0,0,0.0303030303030303,0.0303030303030303,0.151515151515152,0.0606060606060606,0.0303030303030303,0.151515151515152,0,0.0909090909090909
0.105263157894737,0,0.157894736842105,0.210526315789474,0.0526315789473684,0.0526315789473684,0,0,0,0.157894736842105,0.0526315789473684,0,0,0,0,0.0526315789473684,0.0526315789473684,0.105263157894737,0,0
0.0606060606060606,0,0.151515151515152,0.0303030303030303,0,0.121212121212121,0.0303030303030303,0,0.0303030303030303,0.121212121212121,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0909090909090909,0,0.0606060606060606,0.0909090909090909,0.0303030303030303,0.0606060606060606
0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0,0.0833333333333333,0.166666666666667,0,0.0833333333333333,0,0
0,0,0.0357142857142857,0,0.0357142857142857,0.107142857142857,0.0714285714285714,0.0357142857142857,0.0714285714285714,0.107142857142857,0.0357142857142857,0.142857142857143,0.0357142857142857,0.0714285714285714,0.0714285714285714,0,0,0.0714285714285714,0,0.107142857142857
0.0714285714285714,0,0.0714285714285714,0,0.214285714285714,0,0,0,0,0.0714285714285714,0,0.0714285714285714,0.214285714285714,0,0,0,0,0.142857142857143,0,0.142857142857143
0,0,0,0,0.0769230769230769,0.230769230769231,0,0.153846153846154,0,0.307692307692308,0,0.0769230769230769,0,0,0,0,0.153846153846154,0,0,0
0.0588235294117647,0,0.0588235294117647,0.0588235294117647,0.0294117647058824,0.147058823529412,0,0.0588235294117647,0,0.0588235294117647,0.147058823529412,0,0.0588235294117647,0.0294117647058824,0.0882352941176471,0.0294117647058824,0.0588235294117647,0.0882352941176471,0,0.0294117647058824
0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,0.0769230769230769,0,0.230769230769231,0.0769230769230769,0.0769230769230769,0,0,0,0,0,0.0769230769230769,0.0769230769230769,0,0.0769230769230769
0,0.105263157894737,0.105263157894737,0,0.0526315789473684,0.0526315789473684,0,0,0,0.105263157894737,0.105263157894737,0,0.0526315789473684,0.0526315789473684,0.157894736842105,0,0,0.105263157894737,0.0526315789473684,0.0526315789473684
0,0,0.166666666666667,0,0,0.0833333333333333,0,0.166666666666667,0.0833333333333333,0.0833333333333333,0,0,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0,0.0833333333333333,0,0.0833333333333333
0.0588235294117647,0,0,0.0588235294117647,0.117647058823529,0.0588235294117647,0,0.0588235294117647,0.117647058823529,0,0,0,0.235294117647059,0.117647058823529,0.176470588235294,0,0,0,0,0
0.166666666666667,0,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0
0.1,0,0.05,0.05,0.15,0.05,0,0,0,0.05,0.05,0.05,0.2,0,0,0.15,0,0.05,0,0.05
0.147058823529412,0,0,0,0,0.0294117647058824,0.0294117647058824,0,0.0882352941176471,0,0,0,0.176470588235294,0.0588235294117647,0.0588235294117647,0.264705882352941,0.147058823529412,0,0,0
0.08,0,0,0,0.08,0.24,0.16,0.16,0.04,0.08,0.04,0.04,0,0.04,0.04,0,0,0,0,0
0.0303030303030303,0,0.0909090909090909,0.0909090909090909,0.0606060606060606,0,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0909090909090909,0.0606060606060606,0.0303030303030303,0.0606060606060606,0,0,0.121212121212121,0.121212121212121,0.0303030303030303,0.0303030303030303,0.0909090909090909
0,0,0.05,0.05,0.1,0.2,0,0,0,0.05,0,0,0.05,0.05,0.1,0.1,0.05,0.05,0.05,0.1
0.0526315789473684,0,0.0526315789473684,0,0,0.157894736842105,0,0.105263157894737,0.105263157894737,0.210526315789474,0,0.0526315789473684,0,0,0.0526315789473684,0,0.0526315789473684,0.157894736842105,0,0
0,0,0,0,0.0909090909090909,0.0909090909090909,0,0.181818181818182,0,0.181818181818182,0.181818181818182,0.0909090909090909,0.0909090909090909,0,0.0909090909090909,0,0,0,0,0
0.166666666666667,0,0,0.0833333333333333,0.0833333333333333,0.166666666666667,0,0.0833333333333333,0,0.0833333333333333,0,0,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0,0
0.133333333333333,0,0,0.0666666666666667,0.0666666666666667,0.133333333333333,0,0.1,0.166666666666667,0.1,0.0333333333333333,0.1,0,0,0,0,0.0666666666666667,0.0333333333333333,0,0
0.121212121212121,0.0303030303030303,0.0606060606060606,0.0606060606060606,0.0909090909090909,0.0303030303030303,0.0606060606060606,0,0.0303030303030303,0.151515151515152,0.0303030303030303,0,0,0.0909090909090909,0.0606060606060606,0.0909090909090909,0.0606060606060606,0.0303030303030303,0,0
0.117647058823529,0.117647058823529,0,0.117647058823529,0,0,0,0,0,0.117647058823529,0,0.0588235294117647,0.117647058823529,0.117647058823529,0.0588235294117647,0.0588235294117647,0.0588235294117647,0,0,0.0588235294117647
0.214285714285714,0,0,0,0,0.0714285714285714,0,0.285714285714286,0,0.0714285714285714,0,0.0714285714285714,0,0,0,0.142857142857143,0.0714285714285714,0,0,0.0714285714285714
0.0714285714285714,0,0.142857142857143,0.0714285714285714,0,0.0714285714285714,0,0,0,0.0714285714285714,0.142857142857143,0.0714285714285714,0.0714285714285714,0,0,0,0.142857142857143,0.142857142857143,0,0
0.037037037037037,0.111111111111111,0,0,0.111111111111111,0.037037037037037,0.0740740740740741,0.0740740740740741,0.0740740740740741,0.111111111111111,0.0740740740740741,0.037037037037037,0.111111111111111,0.037037037037037,0,0,0,0.111111111111111,0,0
0.0333333333333333,0,0.0333333333333333,0,0.0666666666666667,0.166666666666667,0.0333333333333333,0,0.0666666666666667,0,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,0.2,0.2,0,0.0333333333333333,0.0333333333333333,0.0333333333333333
0,0.0416666666666667,0.125,0.125,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.125,0,0.125,0.0416666666666667,0.0416666666666667,0,0.0416666666666667,0
0.0526315789473684,0.105263157894737,0.0526315789473684,0.105263157894737,0.0526315789473684,0,0,0.0526315789473684,0.0526315789473684,0.263157894736842,0.0526315789473684,0,0.0526315789473684,0,0.0526315789473684,0.105263157894737,0,0,0,0
